Name,Código,Local,Calle,Población,Tipo de cliente,Cod. Transporte,Transporte,Frecuencia,Kilos Promedio Semanal,Latitud,Longitud
Rancagua Oriente 1,74497,Unimarc Machali,Av Miguel Ramirez 1420,Rancagua,Supermercados,V4022,V4022,L W V,818,-34.176812,-70.704328
Rancagua Oriente 1,3200045038,Santa Isabel Punta del Sol,Av Punta del Sol 1834,Rancagua,Supermercados,V4022,V4022,L W V,3133,-34.1621469,-70.705642
Rancagua Oriente 1,3200103966,Lider Vecino Rancagua,Avenida Nueva Einstein 263,Rancagua,Supermercados,V4022,V4022,L W V,4612,-34.171736,-70.717182
Rancagua Poniente 1,3200104251,Lider Express Av Diagonal Doñihue,Avenida Diagonal Donihue 2521,Rancagua,Supermercados,V3912,V3912,L W V,1339,-34.179808,-70.769333
Rancagua Poniente 1,3200107407,Cugat Baquedano,San Ramon 3202,Rancagua,Supermercados,V3912,V3912,L W V,8743,-34.167507,-70.77464
Rancagua Poniente 1,3200086597,Santa Isabel Bosques de San Francis,Lourdes 1540 Esq Santa Filomena,Rancagua,Supermercados,V3912,V3912,L W V,2164,-34.175063,-70.759376
Rancagua Sur 2,3200007272,Jumbo Rancagua,Eduardo Frei Montalva 750,Rancagua,Supermercados,V4055,V4055,M J S,11709,-34.185501,-70.723376
Rancagua Sur 2,3200103965,Lider Rancagua,Carretera El Cobre 190,Rancagua,Supermercados,V4055,V4055,M J S,14164,-34.180642,-70.732465
Chépica,25955,Super 9 Chepica,18 de Septiembre 3820  Chepica,Chepica,Supermercados,V1460,V1460,L W J V,2443,-34.7295637,-71.2705411
Chépica,3200247436,Super 9 Chepica,18 de Septiembre 3820  Chepica,Chepica,Supermercados,V1460,V1460,L W J V,2691,-34.729594,-71.2707734
Coltauco Centro,3200245672,Super 9 Coltauco,Av Republica de Chile 96,Coltauco,Supermercados,V1432,V1432,L W V,2522,-34.2837231,-71.078283
Doñihue,3200045041,Santa Isabel Doñihue,Avda Estacion 334,Doñihue,Supermercados,V0553,V0553,M J S,1751,-34.2268579,-70.9644661
Doñihue,3200245949,Super 9 Doñihue,Lote b Carretera H-30 4168,Doñihue,Supermercados,V0553,V0553,M J S,1869,-34.2189352,-70.9626246
Graneros Norte,3200052169,Unimarc Graneros,Obispo Rafael Lira 042,Graneros,Supermercados,V3969,V3969,M S,1287,-34.06776,-70.72315
Coltauco Centro,15631,Super 9 Coltauco,Republica de Chile S/N,Coltauco,Supermercados,V1432,V1432,L W V,0,-34.2876869,-71.0803578
Las Cabras Poniente,3200129510,Super 9 Las Cabras Acacios,Las Acacias 255,Las Cabras,Supermercados,V3730,V3730,M W S,1772,-34.29534,-71.30335
Las Cabras Poniente,15620,Super 9 Las Cabras,Jose Miguel Carrera 601,Las Cabras,Supermercados,V3730,V3730,M W S,3147,-34.290778,-71.308353
Las Cabras Poniente,3200052168,Unimarc Las Cabras,Jose Miguel Carrera 325,Las Cabras,Supermercados,V3730,V3730,M W S,1829,-34.2914674,-71.3087114
Machalí Cerro (Nueva),3200100358,Santa Isabel Arturo Prat 116,Arturo Prat 116 Con Miranda 6,Machalí,Supermercados,,,L J,1436,-34.178587,-70.653246
Machalí Cerro (Nueva),3200241945,Comercial El Trebol Norte,Cam Comunidad Bravo 051 Lote A,Machalí,Supermercados,,,L J,499,-34.1671434,-70.6648981
Machalí Poniente,3200050682,Tottus Machali,Avenida San Juan 133,Machalí,Supermercados,,,M V,3837,-34.1772879,-70.6992686
Machalí Cerro (Nueva),3200104252,Lider Express San Juan 2184,San Juan 2184,Machalí,Supermercados,,,L J,1443,-34.167807,-70.669849
Machalí Poniente,3200170815,Delivery Hero Machalí,Escrivá de Balaguer 103,Machalí,Supermercados,,,M V,195,-34.1768068,-70.6952727
Machalí Poniente,3200219776,Unimarc San Juan de Machali,Avda San Juan 1135 Local 28,Machalí,Supermercados,,,M V,1216,-34.1696,-70.6783
,3200045039,Santa Isabel San Francisco,Independencia 540,Mostazal,Supermercados,V3969,Gutierrez Vera Juan Sebastian,MJS,1221,-33.9811709,-70.7122037
Nancagua,3200052167,Unimarc Nancagua,Armando Jaramillo 152 Nancagua,Nancagua,Supermercados,V1460,V1460,L W V S,1188,-34.6504,-71.2046
Nancagua,3200117420,Corona Alarcon Victor Manuel,A Jaramillo 463,Nancagua,Supermercados,V1460,V1460,L W V S,0,-34.6513,-71.2005
Nancagua,3200240887,Super 9 Nancagua,Armando Jaramillo 463,Nancagua,Supermercados,V1460,V1460,L W V S,2846,-34.650347,-71.201221
Peralillo,70906,Super 9 Peralillo,Colo Colo 548,Peralillo,Supermercados,V0820,V0820,L W V,2122,-34.4792983,-71.4808433
Peumo,3200052165,Unimarc Peumo,Sarmiento 393,Peumo,Supermercados,V1155,V1155,M J S,1329,-34.393288,-71.167843
Pichidegua,3200107408,Cugat Pichidegua,Independencia 621,Pichidegua,Supermercados,V1155,V1155,L W V,2526,-34.360203,-71.28183
Pichilemu Poniente,25963,Super 9 Pichilemu,Dionisio Acevedo 81,Pichilemu,Supermercados,V4019,V4019,M V,0,-34.386,-72.0084
Pichilemu Poniente,3200159231,Super 9 Pichilemu 2,Avda Comercio 2230,Pichilemu,Supermercados,V4019,V4019,M V,2156,-34.405049,-72.02552
,3200104074,Lider Express San Vicente,German Riesco S/N,San Vicente,Supermercados,V3294,Medina Flores Luis Hipolito,LWVS,7506,-34.441732,-71.074412
,3200184279,Hipermercados Tottus San Vicente 31,Diego Portales 81,San Vicente,Supermercados,V3294,Medina Flores Luis Hipolito,MJS,2142,-34.441019,-71.073551
,55883,La Fama San Vicente,German Riesco 966,San Vicente,Supermercados,V1155,Tobar Marin Jorge Eduardo,LWV,2748,-34.4402926,-71.0784049
,3200010371,M10 San Vicente,Avenida Espana E Genaro Lisboa S/N,San Vicente,Supermercados,V3294,Medina Flores Luis Hipolito,LWV,3963,-34.436795,-71.07983
,3200107409,Cugat San Vicente,Lisboa 165,San Vicente,Supermercados,V1155,Tobar Marin Jorge Eduardo,MJS,6080,-34.437245,-71.080022
Santa Cruz Sur,3200216075,Supermercado La Colchaguina SPA,Rafael Casanova 445. Sta Cruz,Santa Cruz,Supermercados,V1471,V1471,M J S,3015,-34.64136,-71.3702
Santa Cruz Sur,57362,La Fama Santa Cruz,Rafael Casanova Interior 460,Santa Cruz,Supermercados,V1471,V1471,M J S,3307,-34.6445,-71.372
Santa Cruz Sur,3200036846,M10 Santa Cruz,Sanfurgo 128,Santa Cruz,Supermercados,V1471,V1471,M J S,2910,-34.643379,-71.367717
Santa Cruz Sur,3200066028,Jumbo Santa Cruz,Orlandi 26,Santa Cruz,Supermercados,V1471,V1471,M J S,1712,-34.64088,-71.3659
Santa Cruz Sur,3200104014,Lider Santa Cruz,Rafael Casanova 344,Santa Cruz,Supermercados,V1471,V1471,M J S,11272,-34.644177,-71.370316
Santa Cruz Sur,3200218624,Comercial El Trebol Norte Ltda,Diaz Besoain 75,Santa Cruz,Supermercados,V1471,V1471,M J S,295,-34.639596,-71.36673
,15618,Super 9 Sna Fdo Manso,Manso de Velasco S/N,San Fernando,Supermercados,V3967,Carvajal Romero Ramdy Andres,LV,1987,-34.574497,-70.99118
Sn Fdo Norponiente 2,3200007194,Santa Isabel San Fernando,Manuel Rodriguez 806,San Fernando,Supermercados,,,,4280,-34.58851,-70.98684
Sn Fdo Norponiente 2,3200010619,M10 San Fernando,Chillan 745 San Fdo,San Fernando,Supermercados,,,,2115,-34.586182,-70.987637
Sn Fdo Norponiente 2,3200027351,Tottus San Fernando,Carampangue 681,San Fernando,Supermercados,,,,3097,-34.585302,-70.991138
Sn Fdo Norponiente 2,3200067753,Super 9 San Fdo El Alamo,El Alamo 432 Pobl Dona Ester,San Fernando,Supermercados,,,,2283,-34.584,-70.9903
Sn Fdo Norponiente 2,3200111926,Unimarc San Fernando 0096,Av Lib Bdo O'Higgins 701 Local 100,San Fernando,Supermercados,,,,613,-34.585939,-70.985018
,91247,Super 9 San Fdo,Cancha Rayada 780,San Fernando,Supermercados,V2881,Reyes Huerta Carlos Abel,LV,3134,-34.593722,-70.989615
Sn Fdo Suroriente 2,15617,Super 9 San Fdo Terminal,Rancagua 805,San Fernando,Supermercados,V2881,V2881,M J S,736,-34.5849,-70.982113
Sn Fdo Suroriente 2,25952,Super 9 San Fdo Viejo,Rancagua 499 SanFdo,San Fernando,Supermercados,V2881,V2881,M J S,798,-34.5895103,-70.984385
Sn Fdo Suroriente 2,25953,Super 9 San Fdo Quechereguas,Quechereguas 1002  SanFdo.,San Fernando,Supermercados,V2881,V2881,M J S,775,-34.5895611,-70.9844593
Sn Fdo Suroriente 2,76112,Unimarc San Fernando II,Av Manuel Rodriguez 954,San Fernando,Supermercados,V2881,V2881,M J S,2578,-34.589113,-70.984935
Sn Fdo Suroriente 2,3200104213,Lider San Fernando,Avenida Bdo O'Higgins 450,San Fernando,Supermercados,V2881,V2881,M J S,8126,-34.600678,-70.985495
Sn Fdo Suroriente 2,3200105195,Cugat San Fernando,Rancagua S/N Esq Las Animas,San Fernando,Supermercados,V2881,V2881,M J S,2796,-34.58523,-70.981567
Machalí Oriente (Nueva),3200188932,Lomi Machali,Avda San Juan 6 Dpto 3 y 4,Machalí,Supermercados,,,W S,0,-34.1831058,-70.6484193
Machalí Poniente,3200191018,Yummy Machali,San Juan 804 Local 1 y 2,Machalí,Supermercados,,,M V,0,-34.1732084,-70.6882326
Rengo Centro,3200104201,Bodega Acuenta Rengo,Manuel Solis 340,Rengo,Supermercados,,,M J,0,-34.404382,-70.861656
Pichilemu Poniente,3200219670,N&V SPA,Federico Errazuriz 344,Pichilemu,Foodservice,V4019,V4019,M V,0,-34.3866783,-72.007378
Pichilemu Poniente,3200228004,Umami SPA,Av Comercio 1955,Pichilemu,Foodservice,V4019,V4019,M V,13,-34.4033544,-72.0250468
Pichilemu Poniente,3200228289,Petricic Salazar Yerko Janko,Dionisio Acevedo 305 A,Pichilemu,Foodservice,V4019,V4019,M V,7,-34.387679,-72.006335
Pichilemu Poniente,3200228434,Silva Gormaz Eliana del Carmen,Av Comercio 2045,Pichilemu,Foodservice,V4019,V4019,M V,26,-34.4044165,-72.0254903
Pichilemu Poniente,3200231748,Vargas Aliaga Luis Humberto,Santa Maria 555,Pichilemu,Foodservice,V4019,V4019,M V,48,-34.3914571,-72.0067554
Pichilemu Poniente,3200232294,Vaikava SPA,Costanera 400 Z,Pichilemu,Foodservice,V4019,V4019,M V,30,-34.3849933,-72.0097846
Pichilemu Poniente,3200233983,Moreno Hidalgo Nelson Jorge,J Errazuriz 301 Ross,Pichilemu,Foodservice,V4019,V4019,M V,36,-34.3876174,-72.013627
Pichilemu Poniente,3200238759,Comercializadora Inicio SPA,Agustin Ross Edwards 392 A,Pichilemu,Foodservice,V4019,V4019,M V,375,-34.3869966,-72.0076096
Pichilemu Poniente,3200240970,Orellana Reyes Cristofer Augusto,Evaristo Merino 040,Pichilemu,Foodservice,V4019,V4019,M V,22,-34.3861211,-72.0094899
,39835,Ramirez Dedes Jaime Eduardo,Camino Nuevo Ruta 50,Placilla,Foodservice,V1460,Espinoza Silva Enrique Antonio,WS,50,-34.63582,-71.1187
Sn Fdo Suroriente 2,48490,Sodexo Casino Alifrut,Cam Placilla S/N,Placilla,Foodservice,V2881,V2881,M J S,0,-34.6086772,-70.987175
,3200151042,Restobar Claudia Galarce Caceres EI,Carranza 975 Local C,Placilla,Foodservice,V1460,Espinoza Silva Enrique Antonio,L,22,-34.6389,-71.1178
,3200169826,Torres Riquelme Pablo Andres,Latorre 2013,Placilla,Foodservice,V1460,Espinoza Silva Enrique Antonio,W,68,-34.638454,-71.11482
,3200210790,Bar Cafeteria Deep House Ltda,Oscar Gajardo 57,Placilla,Foodservice,V1460,Espinoza Silva Enrique Antonio,LWS,0,-34.6370408,-71.1155685
,3200227369,Donoso Lisboa Jose Fernando,Oscar Gajardo 1318,Placilla,Foodservice,V1460,Espinoza Silva Enrique Antonio,LWS,32,-34.6338435,-71.1091805
,3200233700,Pub Restaurant Galarce y González,Carranza 975 Lt A 2,Placilla,Foodservice,V1460,Espinoza Silva Enrique Antonio,LWS,0,-34.6388526,-71.1178903
,3200235002,Moraga Vargas Carol Veronica,Parcela 14 Pobl El Castillo 38,Placilla,Foodservice,V1460,Espinoza Silva Enrique Antonio,WS,47,-34.6077889,-71.0283319
,3200235128,Gonzalez  Carreño Marta Isabel,Sn J Peñuelas ST 6 Placilla,Placilla,Foodservice,V1460,Espinoza Silva Enrique Antonio,LWV,22,-34.6081442,-71.030358
,3200249834,Food Truck Como en Casa Spa,El llano 6 6,Placilla,Foodservice,V1460,Espinoza Silva Enrique Antonio,LWS,26,-34.6081223,-71.0303199
,3200250002,Morales Pena Camila Jazmin,Carranza 375 Lt 2,Placilla,Foodservice,V1460,Espinoza Silva Enrique Antonio,LWS,54,-34.63885,-71.1177396
Población,3200223158,Cortez Cruz Daniela Mackarena,Comercio 639,Peralillo,Foodservice,V0553,V0553,L  V,17,-34.45342,-71.54699
Población,3200240930,La Modelo Restaurante SPA,Comercio 701,Peralillo,Foodservice,V0553,V0553,L  V,64,-34.4541472,-71.5474033
Población,3200242224,Comercial Mocare SPA,Arturo Prat Lt B,Peralillo,Foodservice,V0553,V0553,L  V,0,-34.449915,-71.5500658
Nancagua,3200162856,Pavez Bustamante Maria del Carmen,Puquillay Bajo SN,Nancagua,Foodservice,V1460,V1460,L W V S,35,-34.68091,-71.204472
Quinta de Tilcoco,41553,Morales Palma Nancy del Carmen,Argomedo S/N Quinta Tilcoco,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,49,-34.3579,-70.9663
Quinta de Tilcoco,48487,Sugal,H 456 Quinta de Tilcoco,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,0,-34.358192,-70.966278
Rosario,50310,Sodexo Casino Faenadora Rosario,Ruta 50 Km 0.304 Rosario,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,0,-34.3431423,-70.8418697
Quinta de Tilcoco,59434,Cía.Ag.El Alamo de Naicura Dos Ltda,Fundo el Alamo S/n,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,206,-34.330116,-70.92979
Quinta de Tilcoco,86153,Compañía Frutícola Alessandrini Ltd,Fundo Santa Marta S/N,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,155,-34.33959,-70.97603
Quinta de Tilcoco,3200015204,Castillo Castillo Maria Ester Rebec,Av Tomas Argomedo 1661 Loc 5,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,242,-34.353835,-70.962572
Quinta de Tilcoco,3200120816,Soto Santana Manuel Segundo,Argomedo  1116  Local  2  y 3,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,531,-34.349243,-70.95973
Quinta de Tilcoco,3200142880,Edwards  Larrain Ana Luisa,Parcela Santa Magda SN,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,0,-34.33937,-70.97576
Quinta de Tilcoco,3200178110,Venta de Alimentos La Tia Berta SPA,Padre Hurtado 1333 Fernando Guzmán,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,56,-34.349746,-70.964752
Quinta de Tilcoco,3200182292,Delicias Al Tokee SPA,Av Tomas Argomedo 1653 Local A,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,0,-34.353584,-70.96229
Quinta de Tilcoco,3200189414,Meca y Com Jaime Enrique Martinez O,Tomas Argomedo 2016 C,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,124,-34.35628,-70.9652
Quinta de Tilcoco,3200193543,Troncoso Urra Zunilda del Carmen,Barrientos Soto 1330,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,46,-34.3517733,-70.9646997
Quinta de Tilcoco,3200193755,Becerra Rubilar Maria Cristina,Lote B Las Hijuelas,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,10,-34.348885,-70.97014
Quinta de Tilcoco,3200223083,Manqueo Morales Maribel Fernanda,Argomedo 1857,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,48,-34.3553059,-70.9636492
Quinta de Tilcoco,3200221032,Importadora y Exportadora Andi LTDA,Jaime Barrientos 348,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,104,-34.351776,-70.96444
Quinta de Tilcoco,3200223445,MR Soc Comercializadora de Alimento,Av Argomedo 1821 B,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,23,-34.3562624,-70.9648349
Quinta de Tilcoco,3200225504,Comercializadora N&S Ltda,Av Tomas Argomedo Lt 3 Dpt  11,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,27,-34.3532965,-70.9621505
Quinta de Tilcoco,3200048276,Fuentes Orellana Juan Carlos,Juan Pablo Segundo 1771,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,25,-34.3512723,-70.964803
Quinta de Tilcoco,3200237087,Repamaq Santos Spa,Lote A Hij EL Cardal,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,25,-34.38435,-70.97656
Quinta de Tilcoco,3200236981,Aravena Soto Brunilda de las Rosas,Calle el Arenal 1717,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,0,-34.353085,-70.9904
Quinta de Tilcoco,3200242738,Pacheco Pavez  Viviana del Carmen,Juan Moura 260,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,26,-34.3537771,-70.96591
Quinta de Tilcoco,3200232312,Kuki´S Sushi SPA,Jaime Barrientos 1410,Quinta de Tilcoco,Foodservice,V1432,V1432,M J S,45,-34.35037157,-70.96437622
Rengo Cerro,3200230094,Medina Leiva Amada Elena,Cam Principal La Chimba R H 77 1181,Rengo,Foodservice,V4019,V4019,L W,60,-34.4101785,-70.8118615
Rengo Cerro,3200251383,El Bajon Chimbano SPA,La Chimba Ruta H 577 1181,Rengo,Foodservice,V4019,V4019,L W,51,-34.41037997,-70.81183111
Rengo Norte 1,69738,Alisfrut Planta Rengo,Juan Egenau 1655,Rengo,Foodservice,,,V,0,-34.396794,-70.871768
Rengo Norte 2,3200154474,Blancheteau Soto Roberto Antonio,San Martin 760,Rengo,Foodservice,,,M J,0,-34.401398,-70.85804
Rengo Norte 2,3200182313,Curin Jeldres Madelein Cristina,San Martin Norte 1861 Sitio 4,Rengo,Foodservice,,,M J,0,-34.391765,-70.85382
Rengo Norte 1,3200187323,Inversiones Aranguiz y Urrutia Limi,Ruta 5 Sur KM 110,Rengo,Foodservice,,,V,35,-34.370224,-70.853966
Rengo Norte 2,3200212994,Comercial Alex Ivan Gomez Ascui EIR,Lago Llanquihue 1950,Rengo,Foodservice,,,M J,0,-34.3912676,-70.8517114
Rengo Norte 1,3200225291,Inversiones Sol SPA,Jorge Montt 587 Lt 1,Rengo,Foodservice,,,V,10,-34.3959922,-70.8593882
Rengo Norte 1,3200074972,Mon de La Asun Sta Maria Monjas Be,Mendoza 501,Rengo,Foodservice,,,V,92,-34.37441,-70.84302
Rengo Norte 2,3200107590,Veronica Custodio Lopez Pizzeria y,Arturo Prat 754 L 1 y 2,Rengo,Foodservice,,,M J,30,-34.403117,-70.856439
Rengo Norte 2,3200162017,Organizacion No Gubernamental de De,Alonso de Ercilla 920,Rengo,Foodservice,,,M J,152,-34.405834,-70.846634
Rengo Norte 1,3200164010,Tejo Pizarro Erika del Carmen,Arturo Prat 3266,Rengo,Foodservice,,,V,0,-34.38166017817641,-70.84505046149499
Rengo Norte 1,3200211836,Astudillo Galvez Ariel Eduardo,Arturo Prat 3188,Rengo,Foodservice,,,V,346,-34.383392,-70.84505
Rengo Norte 1,3200225258,HCG Restaurante Reencuentro SPA,Calle Arturo Pratt 2820,Rengo,Foodservice,,,V,13,-34.3864086,-70.8462422
Rengo Centro,3200246137,Munoz Nalvae Karen Andrea,Pje Candelaria 398,Rengo,Foodservice,,,M J,25,-34.4058367,-70.8515872
Rengo Sur 1,51303,Sodexo Invertec Foods,Carlos Condell 1751,Rengo,Foodservice,,,L W,32,-34.4236154,-70.8678461
Rengo Centro,69252,Gendarmeria Chile D R VI,av. Bisquert 205,Rengo,Foodservice,,,M J,419,-34.408005,-70.862206
Rengo Centro,89956,Rios Arena Mirta Elizabeth,Elicura Terminal De Buses Local 9,Rengo,Foodservice,,,M J,393,-34.404935,-70.861237
Rengo Centro,3200119398,Contreras Moya Carmen Rosa,Manuel Solis 90 B,Rengo,Foodservice,,,M J,14,-34.4053,-70.86
Rengo Centro,3200121113,Orellana Toro Elsa Aida,Mercado Rengo Local B 7,Rengo,Foodservice,,,M J,43,-34.4046936,-70.8615135
Rengo Centro,3200132341,Orellana Toro Ada de las Mercedes,Manuel Solis Local A9,Rengo,Foodservice,,,M J,0,-34.404768,-70.861753
Rengo Norte 2,3200138112,Cafeteria Los Che Ltda,Av Bisquertt  284,Rengo,Foodservice,,,M J,187,-34.391394,-70.8536391
Rengo Centro,3200178077,La Casa de la Delicia Comida Delici,Guevara 244,Rengo,Foodservice,,,M J,209,-34.40454,-70.861635
Rengo Sur 1,3200179891,Lozano Mosquera Diogenes Alcides,Fortunato Venegas 40 C,Rengo,Foodservice,,,L W,45,-34.407906,-70.86497
Rengo Centro,3200185022,Serv de Alimentación Calafate SPA,Av Bisquert 357 lc C,Rengo,Foodservice,,,M J,0,-34.407413,-70.86428
Rengo Centro,3200185045,Paraud Pasqualetto Pierre Paolo,Jose Bisquert 357 lc 2,Rengo,Foodservice,,,M J,24,-34.407497,-70.86424
Rengo Centro,3200185046,Inversiones ALPS SPA,Av Bisquert 284 Lc 2,Rengo,Foodservice,,,M J,47,-34.407684,-70.863625
Rengo Centro,3200193057,Gonzalez Poblete Margarita Isabel,Sector Nororiente del Terminal,Rengo,Foodservice,,,M J,23,-34.4051153,-70.860928
Rengo Sur 1,3200194020,Cabeza Cariaga Nataly Estefani,Pedro Vergara Naretto 816,Rengo,Foodservice,,,L W,0,-34.411556,-70.875
Rengo Centro,3200214712,Difra Foods SPA,Elicura 244,Rengo,Foodservice,,,M J,178,-34.4052245,-70.8615323
Rengo Centro,3200218729,Tu Esquina SPA,Bisquertt 265,Rengo,Foodservice,,,M J,60,-34.4073477,-70.8631915
Rengo Centro,3200226517,Bustamante Valladares Angel Antonio,Elicura Lt D 1 Terminal Buses,Rengo,Foodservice,,,M J,11,-34.4053422,-70.8616619
Rengo Centro,3200228527,Volker SPA,Elicura 418  Local 2,Rengo,Foodservice,,,M J,73,-34.405243,-70.862564
Rengo Centro,3200240990,Garrido Castro Ana Maria,Calle San Martin 307,Rengo,Foodservice,,,M J,17,-34.405436,-70.8606603
Rengo Centro,3200242535,Inversiones Velarde SPA,Pje Elicura Sn,Rengo,Foodservice,,,M J,24,-34.404852,-70.8617675
Rengo Norte 1,3200246633,Inversiones Santo Domingo SPA,San Martin 760,Rengo,Foodservice,,,V,185,-34.4002743,-70.8583852
Rengo Norte 2,3200247631,Bgf Chicken SPA,San Martin 821,Rengo,Foodservice,,,M J,19,-34.3989468,-70.8567473
Rengo Centro,3200245908,Acts De Rest Cristian Guerrero EIRL,Arturo Prat 406 C,Rengo,Foodservice,,,M J,23,-34.4055292,-70.8589093
Rengo Sur 1,3200248828,Aigueta Hernandez ER & AA SPA,Doctor Santiago Cornejo 65,Rengo,Foodservice,,,L W,203,-34.4098041,-70.8588248
Rengo Centro,3200245473,Vera  Rigoberta,Bisquert 380,Rengo,Foodservice,,,M J,52,-34.4075045,-70.8645533
Rengo Norte 2,3200249858,El Rincon Del Camionero SPA,Ruta 5 Sur Km 113,Rengo,Foodservice,,,M J,47,-34.3896315,-70.8465093
Rengo Norte 1,3200250100,Comercial Ponce SPA,Jorge Montt 587,Rengo,Foodservice,,,V,10,-34.3960077,-70.859453
,3200250583,Medina y Prelog SPA,Av Bisquertt 362,Rengo,Foodservice,V3731,Medina Arredondo Rodrigo Nicolas,MJS,60,-34.4070747,-70.8659563
Rengo Sur 1,3200067807,Doggis Tottus Rengo,Condell 100 Local 1,Rengo,Foodservice,,,L W,11,-34.410468,-70.8607221
Rengo Sur 1,3200084945,Jianlin Lei,Urriola 214,Rengo,Foodservice,,,L W,14,-34.4098,-70.8589
Rengo Centro,3200120069,Monarca SPA,Arturo Prat 326,Rengo,Foodservice,,,M J,20,-34.406082,-70.85923
Rengo Sur 1,3200160453,Sociedad Gastronomia Quispe y Diaz,Guacolda 262,Rengo,Foodservice,,,L W,0,-34.411957,-70.85813
Rengo Sur 1,3200161709,Sociedad de Inversiones Saint Paul,Condell 599,Rengo,Foodservice,,,L W,146,-34.414095,-70.864173
Rengo Norte 1,3200176317,Mimbela Senador Rosa,Arturo Prat 549,Rengo,Foodservice,,,V,0,-34.3862094,-70.8462046
